제목,주소,키워드,종목코드,날짜
"CJ그룹, 협력업체 결제대금 5000억원 조기 지급",http://biz.chosun.com/site/data/html_dir/2018/09/12/2018091200764.html,"결제 대금
관계자 협력 업체
상생 차원
차원 납품
납품 결제
중소 협력 사
협력 사 일시
일시 가중
가중 자금
자금 부담",097950,2018-09-12
줄어드는 국내 장류 소비…CJ제일제당 1인용 제품·할랄 시장 공략,http://biz.chosun.com/site/data/html_dir/2018/09/09/2018090900389.html,"해외 시장
편의 장류
채소 원 물이
제품 상온
상온 유통
유통 수
원물 제어
기술 발효 기술
발효 기술 접목 며
접목 며 편의",097950,2018-09-09
"100대 상장사, 올해 비정규직 줄고 정규직 늘어",http://biz.chosun.com/site/data/html_dir/2018/09/09/2018090900391.html,"직원 작년
작년 말
올해 6 월
6 월 말
정부 고용
고용 촉진
채용
인상 등
등 여파
직원 수",097950,2018-09-09
"CJ그룹 이재현 회장, 올해 5조원 투자...'통 큰' 베팅에 재무부담은 커져",http://biz.chosun.com/site/data/html_dir/2018/09/05/2018090502551.html,"회장 지난
5 월 각
대표 임원
임원 약
자리
국내 압도
월드 베스트 CJ 를
수 고
김호 섭
김호 섭 한국 신용 평가",097950,2018-09-06
"CJ제일제당, 美카히키·獨마인프로스트 인수…해외 사업 속도",http://biz.chosun.com/site/data/html_dir/2018/08/28/2018082802260.html,"미국 내
통해 유럽
유럽 내
현지 소비자
소비자 공략
예정
CJ 제일제당 2025 년
2025 년 아시아
아시아 편의
편의 대표",097950,2018-08-28
간편식 열량·성분 표시 '뒤죽박죽'...오뚜기 있고 CJ 없고,http://biz.chosun.com/site/data/html_dir/2018/08/27/2018082703629.html,"살 때
편 ,
의아 며
당장
제품 포장
비용
데 개별
개별 제품
시간
업계 관계자",097950,2018-08-28
"CJ제일제당, 와인·맥주 안주용 가정간편식 2종 출시",http://biz.chosun.com/site/data/html_dir/2018/08/17/2018081700942.html,"7 월 출시
출시 고메
고메 상온
간편식 지난
7 월 말
말 기준
기준 누적
누적 매출
매출 180 억원 ,
180 억원 , 누적 판매량",097950,2018-08-17
"CJ제일제당, 올 2분기 두자릿수 성장…바이오·식품사업이 실적 견인",http://biz.chosun.com/site/data/html_dir/2018/08/08/2018080802090.html,"관계자 바이오
부문 사료 용
등 핵심
핵심 제품
성장 면서
면서 바이오
부문 경우 ,
시황
덕분
크게 고",097950,2018-08-08
"CJ제일제당, 2분기 영업익 1846억원…전년비 12.3% 증가",http://biz.chosun.com/site/data/html_dir/2018/08/08/2018080801971.html,"CJ 제일제당 ( 097950 ) 은 올해
올해 2 분기
2 분기 연결 기준
연결 기준 영업 이익
영업 이익 1846 억원
1846 억원 지난해
지난해
기간
9 %
3 %",097950,2018-08-08
"CJ제일제당 냉면, 폭염에 7월 매출 100억원 돌파…역대 최고",http://biz.chosun.com/site/data/html_dir/2018/08/07/2018080700908.html,"관계자 무더위
무더위 집
소비자
것 보고
보고 면서
면서 간편식
냉면 전문점
전문점 가격
가격
7 월",097950,2018-08-07
"햇반, 올해 매출 2000억원 돌파…2억개 판매",http://biz.chosun.com/site/data/html_dir/2018/07/31/2018073100707.html,"투자 , 차별
차별 신제품
신제품 출시
출시 등
활동
햇반 소비
소비 확대
확대 고
햇반 지난
처음 연간",097950,2018-07-31
"CJ제일제당, 캠핑장에서 즐기는 가정간편식 소개",http://biz.chosun.com/site/data/html_dir/2018/07/29/2018072900559.html,"위해
CJ 제일제당 비비고 팀
비비고 팀 부장
부장 앞
HMR 식 문화
위해 HMR
HMR 플래그
플래그 매장
활동 고
지난 27 일",097950,2018-07-29
"\고령층 잡아라\""…씹고 삼키기 편한 음식 경쟁""",http://biz.chosun.com/site/data/html_dir/2018/07/27/2018072702716.html,"등 연화
연화 전용
대한 특허
워홈 관계자
관계자 육류
육류 떡
소화
효소 고기
고기 투입
투입 영양",097950,2018-07-28
[비즈 르포] 1000억 매출 달성한 CJ 냉장햄 공장 가보니,http://biz.chosun.com/site/data/html_dir/2018/07/14/2018071400530.html,"가물
식물성 소재
최적 믹싱
믹싱 조합
조합 통해
통해 단백질
단백질 성분
성분 중
중 소금
소금 추출",097950,2018-07-15
문 대통령 인도 방문에 100여개사 동행,http://biz.chosun.com/site/data/html_dir/2018/07/05/2018070500484.html,"박용만
박용만 대한 상의
대한 상의 회장
회장
사절단 윤 부근
대표이사 , 안승
이재혁 롯데 그룹
롯데 그룹 식품 BU
식품 BU 부회장 ,
부회장 , 김형국",097950,2018-07-05
"CJ제일제당, 즉석전 신제품 감자전·호박전 출시",http://biz.chosun.com/site/data/html_dir/2018/06/26/2018062601080.html,"백설 쿠킷
과정
감자 플레이
플레이 최적
최적 배합
배합 통해
통해 감자
감자 갈고
갈고 전분
간 감자",097950,2018-06-26
"\세상에 없던 맛\""...명란만두 2주간 4억어치 팔려""",http://biz.chosun.com/site/data/html_dir/2018/06/20/2018062002272.html,"맥주
만큼
만큼 스포츠
스포츠 관람
관람
안주
것 고
속 짬뽕
맛 이색
시장 가능성",097950,2018-06-21
'냉동피자' 공장 세우는 신세계푸드...오뚜기·CJ와 격전 예고,http://biz.chosun.com/site/data/html_dir/2018/06/19/2018061902158.html,"이마트 매장
신세계 푸드 관계자
관계자 피자
피자 제품
제품 개발
개발 인력
인력 6 개월
6 개월 가량
현지 관련
관련 교육",097950,2018-06-20
CJ제일제당 1분기 매출 4조3486억원…가공식품·바이오가 성장 견인,http://biz.chosun.com/site/data/html_dir/2018/05/10/2018051002454.html,"30 % 이상
호조 글로벌
아미노산 판매량
확대 브라질
브라질 CJ 셀렉 타 ( CJ
CJ 셀렉 타 ( CJ Selecta )
Selecta ) 등
부문 성장
고메
고메 비비고",097950,2018-05-10
"CJ제일제당, 1분기 영업이익 2102억원…전년比 9% 증가",http://biz.chosun.com/site/data/html_dir/2018/05/10/2018051002340.html,"CJ 제일제당 ( 097950 ) 은 10 일
10 일 1 분기
1 분기 연결 기준
연결 기준 영업 이익
영업 이익 전년
전년 동기
2 %
5 %
7 %
721 억원",097950,2018-05-10
'쓰레기 대란'…착한 포장 나선 유통家,http://biz.chosun.com/site/data/html_dir/2018/04/18/2018041802154.html,"포장재 규격
환경 보호
프리 메라 4 월
4 월 지구
지구 날
2 배
러브 디
디 어스
어스 리미 티드
리미 티드 에디 션",097950,2018-04-19
"CJ제일제당, 고메 상온 간편식 9개월 만에 300만개 판매",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040300931.html,"브랜드 고메
지난해 7 월
7 월 출시
출시 후
3 월
3 월 9 개월
9 개월 동안
동안 총
3 일
측은 전문점",097950,2018-04-03
"CJ제일제당, CJ헬스케어 이천공장 648억원에 매입",http://biz.chosun.com/site/data/html_dir/2018/03/26/2018032602081.html,"생산 시설 등
등 부지
부지 확보
확보 목적
부지 건물
26 일
또 베트남
베트남 반제 믹스
반제 믹스 생산 기지
생산 기지 투자",097950,2018-03-26
손경식 CJ 회장 “글로벌 사업 매진하겠다”,http://biz.chosun.com/site/data/html_dir/2018/03/26/2018032601585.html,"날 서울
서울 동대문
동대문 본사
본사
CJ 제일제당 정기 주주총회
정기 주주총회 인사말
인사말 통해
통해 경영
경영 주요
주요 기조",097950,2018-03-26
"\아이 안낳는 한국 미래 없다\""...유통업계 '동남아·중동' 겨냥""",http://biz.chosun.com/site/data/html_dir/2018/03/18/2018031800821.html,"대표 국내
시장 진출
저출산 문제
이정인
이정인 남양유업
남양유업 대표
시장 경쟁
경쟁 치열
치열 저출산
시장 확대",097950,2018-03-18
삼성·현대차·SK·LG…대기업 신입 공채 막 올랐다,http://biz.chosun.com/site/data/html_dir/2018/03/13/2018031302086.html,"등 주요
채용 절차
현대차 그동안
그동안 제국
제국 세계 ,
의의 영향 ,
기조 등
주제 ,
이 대한
삼성 직무 적성검사 ( GSAT ) 4 월",097950,2018-03-13
[비즈 르포] '외국인 홀린 토종 만두' 5000억 팔린 CJ 비비고 만두 공장 가보니,http://biz.chosun.com/site/data/html_dir/2018/02/22/2018022201187.html,"황석희
생산 팀 기존
만두 모든
재료 뭔
뭔 알
알 수
게 단점 며
단점 며 원 재료
원 재료 특성
특성 식감",097950,2018-02-22
"CJ헬스케어 삼킨 한국콜마 국내 빅5 제약사 도약, 매출 1조 기대",http://biz.chosun.com/site/data/html_dir/2018/02/21/2018022101247.html,"제약업 관계자
30 여년
회장 장남
장남 윤상현
윤상현 한국 콜마
1 조원 이상
이상
회사 유한양행 ,
유한양행 , GC 녹십자 ,
GC 녹십자 , 광동 제약 ,",097950,2018-02-21
"CJ제일제당, 작년 연결 영업이익 7766억원…전년比 7% 줄어",http://biz.chosun.com/site/data/html_dir/2018/02/08/2018020802654.html,"물류 부문 CJ 대한 통운
CJ 대한 통운 기업 물류
기업 물류 택배
택배 등
등 전
인도 등
4 월 인수
인수 자회사
자회사 실적
실적",097950,2018-02-08
"CJ제일제당, 공장 증설·부지 확보에 3600억원 투자",http://biz.chosun.com/site/data/html_dir/2018/02/08/2018020802194.html,"충북 진천군
김치 등
증설 투자
, 송 산업 단지
면적 부지
부지 추가
추가 확보
CJ 제일제당 ( 097950 ) 은 식품
식품 사업
사업 성장",097950,2018-02-08
"'CJ제일제당' 간판 다는데 260억...브랜드 사용료, 유통사 중 1위",http://biz.chosun.com/site/data/html_dir/2018/02/02/2018020200378.html,"이름
사용 료 매출
매출
66 %, 순이익
비중 145 %
달 상위
상위 대기업
대기업 20 곳
20 곳 중
비중 가장",097950,2018-02-02
“1조원 펫푸드 시장 잡아라” 유통업계 진출 가속화,http://biz.chosun.com/site/data/html_dir/2018/02/01/2018020102685.html,"애묘 펫 푸드
등 판매
국내 펫 푸드
동원 F & B ; 관계자
관계자 국내
시장 애견 시장
애견 시장 애 묘시
2 로
아파트 중심
중심 주택 문화",097950,2018-02-02
'김상조 데드라인' 3월 주총 앞두고 지배구조 개편 등 바쁜 재계,http://biz.chosun.com/site/data/html_dir/2018/01/28/2018012800715.html,"권익 강화 ,
단순화 , 상생 협력 ,
상생 협력 , 일감
등 막판
나날
오너 일가
경제 관계자
지배구조 단순화
재계 치기
치기 강요",097950,2018-01-29
'3세 경영' 초석 다지는 CJ...'뉴 오쇼핑' 통해 지배력 확대,http://biz.chosun.com/site/data/html_dir/2018/01/18/2018011802359.html,"통해 미디어
경후 상무
이선호 과장
유통업
과장 대학원
대학원 휴학
휴학 귀국
귀국 현재
경영 수업
상무 30",097950,2018-01-19
"\CJ제일제당, 본격적인 실적 회복 국면\"" - 삼성""",http://biz.chosun.com/site/data/html_dir/2018/01/11/2018011100579.html,"실적 회복
회복 국면
지난해 3 분기
3 분기 실적
실적 기점
기점 이익
이익 감소
감소 추세
추세 일단락
일단락 본격",097950,2018-01-11
"CJ제일제당, 美 공장에 535억 투자 '사료용 아미노산 사업 강화'",http://biz.chosun.com/site/data/html_dir/2018/01/10/2018011001746.html,"미국 수시
하 봉수
CJ 제일제당 바이오 사업 본부장
바이오 사업 본부장 글로벌
아미노산 시장
시장 독보
독보 1 위
1 위 달성
달성 위해
통해 미국",097950,2018-01-10
"이재현 '그레이트 CJ' 본격 시동, 올해 M&A; 속도낸다",http://biz.chosun.com/site/data/html_dir/2018/01/04/2018010402766.html,"회장 경영
CJ 그룹 관계자
글로벌 M & A ;
경영 복귀
복귀 후
후 주요
계 열사 점검
점검 현장
현장 시찰
시찰 등",097950,2018-01-05
황금개의 해 'GOLDEN DOG'로 풀어본 식품업계 트렌드,http://biz.chosun.com/site/data/html_dir/2017/12/31/2017123100477.html,"업계 관계자
위협 만큼
만큼 새해
새해 정부
식품 안전
안전 정책
정책 강화
강화 것
유기농 친환경
전망",097950,2018-01-01
